Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,sentiment_score,sentiment_label
2400,"John Cerbone ""Trance-Master""",5.0,"site reasonably priced unit memory added samsung galaxy 64 gb. also helped expand memory allow better storage songs, information, believe good value.",2014-04-28,224,0,0,0,0,0.0,0.0,0.886,pos
2401,John C. Mims,5.0,got galaxy s4 worked flawlessly. typical sdhc installation issue increased s4 storage capacity.,2014-01-25,317,0,0,0,0,0.0,0.0,0.4404,pos
2402,John Coleman,5.0,work well gopro even though one gopro recommended ones. good buy speed movie big pictures.,2013-08-18,477,0,0,0,0,0.0,0.0,0.7003,pos
2403,John C. Wolf,5.0,everything supposed do. able really test speed video camera see really class 10. given sandisk expect everything good. great price.,2013-09-03,461,0,0,0,0,0.0,0.0,0.7906,pos
2404,John Danley,5.0,bought new samsung installed card immediately recognized. big enough lot music videos.,2014-04-19,233,0,0,0,0,0.0,0.0,0.0,neg
2405,John David Valter,5.0,"got samsung galaxy tablet. according samsung, tablet take 32 gb card. reviewer tablet said could take 64 gb. went ahead bought 64 gb one formatted fine tablet.",2013-05-09,578,0,0,0,0,0.0,0.0,0.2023,pos
2406,John D.,5.0,"great product. use san disk ultra 64 gb tablets, would highly recommend friend",2013-11-12,391,0,0,0,0,0.0,0.0,0.8852,pos
2407,John Eucare,5.0,got fast amazon fast glitch free performance smart phone tablet - ive used whereas thought atrix 2 glitchy solved problem hanging slow access music,2014-03-01,282,0,0,0,0,0.0,0.0,0.7269,pos
2408,John F.,5.0,product work great reasonable enough price. going buy larger one next time. best size use product buying.,2014-09-05,94,0,0,0,0,0.0,0.0,0.8519,pos
2409,"John F. Mcdonnell ""irishgyrene""",5.0,good deal great price. sturdy gb format. i'll getting another.,2013-01-22,685,0,0,0,0,0.0,0.0,0.7906,pos
2410,John Freedman,5.0,used sandisk ultra micro sdhc 16 gb card exclusively since buying pov camera require them. used gopro hero 3 sony action card great.,2014-09-02,97,0,0,0,0,0.0,0.0,0.8271,pos
2411,"John Gieringer ""jcg""",5.0,sandisk ultra disk great additional storage cellphone adapter camera save photo music.,2014-02-25,286,0,0,0,0,0.0,0.0,0.8074,pos
2412,John Grooms,5.0,"needed extra storage garmin additional map card fit bill. come standard sdhc adapter, microsdhc card do. plenty space extra file gps. purchase.",2014-06-26,165,0,0,0,0,0.0,0.0,0.3612,pos
2413,John,4.0,"even website card picture i'd ordering. got plain black sandisk card bit bought big one. turn android hate class 10 card much prefers class 4 card way o access lot file once, class 4 better 1 star gonna make great camera card, hopefully pic take faster (it's certainly size upgrade",2013-09-17,447,0,0,0,0,0.0,0.0,0.8126,pos
2414,John,5.0,fit samsung galaxy s3. music phone issues. fast good performance. lost much space formating it.,2014-09-01,98,0,0,0,0,0.0,0.0,0.4767,pos
2415,John,5.0,fit galaxy siii give lot storage thing looking,2013-02-11,665,0,0,0,0,0.0,0.0,0.3612,pos
2416,John,5.0,"cheap 8 gb sdhc card would android phone kept throwing error becoming corrupt. looked getting 64 gb sandisk ultra, read problem forum people went 32. wish 64 gb capacity honest rate camera storage, important, extremely fast reliable. i've never error never format it. plugged ready go. get pay for.",2013-10-18,416,0,0,0,0,0.0,0.0,0.2023,pos
2417,John,5.0,"like using cell phone. used camera, slower &#34;extreme&#34; version.",2012-06-12,909,0,0,0,0,0.0,0.0,0.3612,pos
2418,John,5.0,bad price really add needed storage. added android tablet. problems. plug go.,2014-02-28,283,0,0,0,0,0.0,0.0,-0.7351,neg
2419,john,5.0,"use formatted do, still like psp, work great fast!",2013-11-30,373,0,0,0,0,0.0,0.0,0.784,pos
2420,John,3.0,"really excited came mac air lot music film ability stick minidrive great, buy 128gb minidrive air like $30 already minidrive. problem fast, fast enough, girlfriend new 128gb minidrive run way faster old adapter new sandisk great though 128gb little chip glad cause matter time make",2014-04-16,236,1,1,2,0,0.5,0.0945312057342307,0.9414,pos
2421,John H Lang,4.0,use samsung galaxy work pro 12.2 tablet. wok else say?,2014-07-14,147,0,0,0,0,0.0,0.0,0.0,neg
2422,"John ""John N.""",1.0,"2 month already dead. gopro doesnt see memory card, pc doesnt see memory card, laptop see it.",2014-04-07,245,1,1,2,0,0.5,0.0945312057342307,-0.6486,neg
2423,"John Kempf ""Gadgetskopf""",5.0,"brainer here. copied data old 16gb microsd, swapped cards, put data back on, space",2013-03-15,633,0,0,0,0,0.0,0.0,0.0,neg
2424,John Kim,5.0,"work described, good packaging, fair price, issue product point. thanks.",2013-07-11,515,0,0,0,0,0.0,0.0,0.7964,pos
2425,John Lellis,5.0,"bought micro sd card replace cheap no-name card using tablet last six month so. brand x card suddenly stopped working, opted spring extra $$ buy branded replacement. far, everything working fine. hope disappointed six month replace one, too.",2014-02-05,306,0,0,0,0,0.0,0.0,-0.0772,neg
2426,John London,5.0,"purchase three work great, almost half local price. need reliable high speed micro sd card, you.",2014-07-03,158,0,0,0,0,0.0,0.0,0.6249,pos
2427,John M. Harrell,5.0,purchased use dash cam system. work perfectly. skip corruption file recorder. highly,2014-03-14,269,0,0,0,0,0.0,0.0,0.6369,pos
2428,John Miller,5.0,work fine android fast transferring could faster know anything happy recommend,2013-08-03,492,0,0,0,0,0.0,0.0,0.7906,pos
2429,John M. Walsh,5.0,card great money performs recommend product anyone need memory card.,2013-09-19,445,0,0,0,0,0.0,0.0,0.765,pos
2430,"John ""nissanman""",5.0,put cell phone loaded up. work like charm problem ever it. worked right box. would buy another one needed.,2014-01-20,322,0,0,0,0,0.0,0.0,0.3612,pos
2431,johnnydoggs,1.0,"bought two major electronics retailer make sure get bootleg one crapped me. usually buy amazon needed away . unless company bought large batch bootleg card maybe i'm bought store different switched brand now. taking anymore chance case bootleg one hit retail too. worked fine first card filled times, time died pc phone reformat recognize it. good luck buy major name brand, thought best guess.",2013-01-29,678,0,0,0,0,0.0,0.0,0.9062,pos
2432,"Johnny ""Online Surfer""",5.0,"can't go wrong sandisk product. love it. bought expand memory samsung galaxy s3 - far, issues, lag playing videos.",2014-01-22,320,0,0,0,0,0.0,0.0,0.8153,pos
2433,"Johnny Rekall ""TnX""",5.0,"say since yet use is, showed time fast, well came small packet small enough fit right one believe excellent since based info know one used. got gift people chance notice much. hope helped.",2013-12-25,348,0,0,0,0,0.0,0.0,0.9337,pos
2434,John Q,1.0,"bought store music phone, work. phone trouble reading card, keep reformat it. buy one sony company instead, especially gs3",2014-02-19,292,0,0,0,0,0.0,0.0,-0.4019,neg
2435,John R. Bachtel,5.0,one say san disk work keep working. work well without adaptor.,2013-07-13,513,0,0,0,0,0.0,0.0,0.2732,pos
2436,john russell webster,5.0,can't believe much info fit little card. transfer speed phone camera always burst mode copy file quickly.,2012-12-23,715,0,0,0,0,0.0,0.0,0.3612,pos
2437,"John Seidner ""John""",1.0,working fine 2 months. randomly stopped working. recognized computer cell phone. beyond amazon return absolutely money.,2012-12-15,723,0,0,0,0,0.0,0.0,0.1531,pos
2438,Johns Gresham,5.0,"know read write speeds, micro sd card seems work fine galaxy s4 reformat it.",2013-01-08,699,0,0,0,0,0.0,0.0,0.2023,pos
2439,"John Shepard ""Shepard""",5.0,got phone know 16gb would available start operating system software pre installed used get enough memory phone work great music movie picture ebooks,2013-12-22,351,0,0,0,0,0.0,0.0,0.6249,pos
2440,Johnson,5.0,"great read write speed compared old transcend, course 4 class. uhs 1. satisfied price got at, sandisk limited lifetime yeah asked original manufacturer packaging, got amazon's frustration free packaging instead. big deal though.",2013-02-12,664,0,0,0,0,0.0,0.0,0.8658,pos
2441,John the Revelator,4.0,"32 gb micro flash card. bought optimus ultimate cell phone. work way supposed too. give added space pictures, come full size adapter.",2014-05-30,192,0,0,0,0,0.0,0.0,0.0,neg
2442,John Tonkavitch,5.0,purchased used several sandisk memory card never experienced issue cards. one first choice market memory card,2014-05-06,216,0,0,0,0,0.0,0.0,0.0,neg
2443,"John T. Zipple ""CMU Prof""",5.0,fast transfer rate great storage great price! love little micro sd card use several different devices.,2014-03-02,281,0,0,0,0,0.0,0.0,0.9286,pos
2444,John Wald,4.0,feel san disk seems make best memory cards. -i can't validate technically seems fast seems problem free. confidence captured properly.,2014-06-15,176,0,0,0,0,0.0,0.0,0.79,pos
2445,John W. Gunter,5.0,work real good galaxy s4 phone galaxy tablet. good price cost 60 dollar retail stores.,2014-04-24,228,0,0,0,0,0.0,0.0,0.7003,pos
2446,John W. Thomson,5.0,"fast far, reliable. reformatted ntfs problem. problem dell venue 8 pro.",2013-12-30,343,0,0,0,0,0.0,0.0,-0.6597,neg
2447,johny dmonic,5.0,"bought card xperia v. would format phone work exfat file system recognized phone. phone format fat32 would limit 4gb file. formatted laptop vaio recognized card anymore using adapter, using external card reader/writer (using sandisk usb3.0 reader card read reformatted again. also, connecting phone via usb cable laptop, laptop recognizes fat32 formatted card. lot storage phone music video :d",2013-03-19,629,0,0,0,0,0.0,0.0,0.5106,pos
2448,"John Yi ""jylarkin""",5.0,can't say anything bad product great price too! would definitely recommend it.,2013-01-14,693,0,0,0,0,0.0,0.0,0.9089,pos
2449,Jolie' Ballard,4.0,i'm sure say product work described manufacturer seller product.,2014-02-21,290,0,0,0,0,0.0,0.0,0.3182,pos
2450,Jolly,5.0,speed size good trouble come full sized sd converter too. put tablet.,2014-03-22,261,0,0,0,0,0.0,0.0,0.0516,pos
2451,Jonah,5.0,use put music video movie on. work great tablet movie videos.,2013-03-01,647,0,0,0,0,0.0,0.0,0.6249,pos
2452,Jonathan Araujo,5.0,"massive memory boost captivate music, files, etc still 20gb free! speed worth price!",2013-01-28,679,0,0,0,0,0.0,0.0,0.8168,pos
2453,Jonathan Brown,5.0,good space put asus memopad kind medium room love it!!,2013-10-15,419,0,1,1,-1,0.0,0.0,0.9018,pos
2454,Jonathan Gaskell,5.0,"bought raspberry pi. work great, fast reasonably priced, experienced issue yet.",2013-02-21,655,0,0,0,0,0.0,0.0,0.6249,pos
2455,Jonathan Hall,5.0,work perfectly transfer data gopro suggest anyone buy one good quality,2014-01-04,338,0,0,0,0,0.0,0.0,0.7964,pos
2456,Jonathan,3.0,"second sandisk micro sd i've return due sort error. thinking bad luck hopefully 3rd time time working properly, seemed quick.",2013-02-25,651,0,0,0,0,0.0,0.0,-0.128,neg
2457,"Jonathan R. Adams ""adrenalinanimal""",5.0,worried article saying use 2 x 32gb card instead 64gb card worked fine scared camera got real hot first time around.,2013-07-22,504,0,0,0,0,0.0,0.0,-0.5106,neg
2458,Jonathan Schreckengost,5.0,"far faster memory cards, plenty speed usage enough cover need, sure may absolute fastest memory card dollar gb, handle basic need ease.",2014-03-13,270,0,0,0,0,0.0,0.0,0.5859,pos
2459,Jon Daley,1.0,"first tried putting camera, without formatting. said &#34;insert another put linux computer, lot error work all, out, even format it.my window computer recognize either, though tried format it. phone give errors, able really test there. (i wonder mini standard adapter problem, since phone mini slot, everywhere else tried needed different brand, i'll see happens.",2013-05-19,568,0,0,0,0,0.0,0.0,-0.7783,neg
2460,Jon Doeh II,5.0,"stated above, bad price. bought thing hope using tablet, work like charm. card fast problem date.",2013-02-19,657,0,0,0,0,0.0,0.0,0.2263,pos
2461,Jonelle Phillips,1.0,purchased four (4) item amazon opened box 32gb memory card missing. rating product truly impossible,2013-09-27,437,0,2,2,-2,0.0,0.0,0.34,pos
2462,Jones,5.0,needed new phone. work good brand hesitate purchase it.,2014-04-05,247,0,0,0,0,0.0,0.0,0.2023,pos
2463,Jon,5.0,nothing really say sandisk really well providing quality storage technology affordable price.,2013-07-19,507,0,0,0,0,0.0,0.0,0.3384,pos
2464,Jon,5.0,"sd work supposed, phone right months. issues!",2014-01-28,314,0,0,0,0,0.0,0.0,0.0,neg
2465,Jon H,5.0,couple problem all. seem fast supply full advertised memory capacity.,2014-02-23,288,0,0,0,0,0.0,0.0,-0.4019,neg
2466,"J. Onsager ""JONsager""",4.0,drawback sd card limit 5 year warranty unlike kingston.,2013-06-06,550,0,0,0,0,0.0,0.0,0.0,neg
2467,"JonTheCanadian ""CanadianJon""",5.0,"use gopro t2i canon camera (with adapter). great card multiple (because mean one get damaged trip, i'm out.",2014-01-04,338,0,0,0,0,0.0,0.0,0.296,pos
2468,"J_Onyx ""I never let my schooling interfere wi...",4.0,i've used sandisk card long card fast solid quality expect sandisk. recommend.,2014-12-06,2,0,0,0,0,0.0,0.0,0.4767,pos
2469,Joongyu Lee,3.0,"work fine galaxy note hard review performance, price good... think.",2013-06-19,537,0,0,0,0,0.0,0.0,0.1027,pos
2470,Joosby C.,5.0,"item like this, either work whether worked comment review. me, worked fine camera never hit buffering slowed shooting performance.",2014-01-22,320,0,0,0,0,0.0,0.0,0.5106,pos
2471,Jordan Griesshaber,5.0,memory card. work great. else need say? sandisk always make high quality worried all...,2014-12-02,6,0,0,0,0,0.0,0.0,0.4404,pos
2472,Jordan Hofer,5.0,work great samsung galaxy tab 2. plugged played. anything would recommend.,2013-08-25,470,0,0,0,0,0.0,0.0,0.8402,pos
2473,"Jordan Lee ""L.I.V.E.I.T""",5.0,"needed space phone, bought this, given work really well",2013-07-03,523,0,0,0,0,0.0,0.0,0.3384,pos
2474,"Jorge Chancay ""Jichz84""",5.0,i'm using sony xperia z 3 month work without memory card 100% recommended,2013-11-06,397,1,0,1,1,1.0,0.2065493143772374,0.2023,pos
2475,Jorge Daniel,5.0,many microsd card like many guy might too. definitely faster microsd card i've used before. i'm happy it.,2013-02-16,660,0,0,0,0,0.0,0.0,0.836,pos
2476,Jorge M,5.0,"bought use htc evo supposed maximum cap 32 gb, however formatting card fat32 format, phone read it, function issues. unlike old memory cards, even power loss experienced lost picture videos. worth price since bought year ago, still double price retail one carried locally.",2014-03-21,262,0,0,0,0,0.0,0.0,-0.4019,neg
2477,Jorian Wulf,5.0,"love card, way faster micro sd ever owned. transfer rom like nothing galaxy s4. old microsd come every droid phones, use take recommend one.",2013-01-07,700,0,0,0,0,0.0,0.0,0.8481,pos
2478,JoSCh,4.0,"lot say it, storage. done speed test anything definitely work samsung galaxy s3 see performance issue watching video file stored it.",2012-12-10,728,0,0,0,0,0.0,0.0,0.4019,pos
2479,Jose Almonte,5.0,bought tablet bought 7 inch android 4.2 4 gb dual-core tablet pc) first worked great tablet price memory 4 gb gb total good product!,2013-06-26,530,0,0,0,0,0.0,0.0,0.807,pos
2480,Jose A Ramirezgomez,5.0,card transfer data incredibly one notice difference regular sandisk memory card ultra version. great memory price (using microsoft surface pro problem it),2013-07-23,503,0,0,0,0,0.0,0.0,0.34,pos
2481,Jose G. Balboa,5.0,"well, card pretty cool. received one say c10 instead u1 (like use it, u1 work, one received c10. needed mine ion air pro camera, say class10 page description, say u1 card work camera.i know call ultra 1 instead advertising c10 really lucky receive worked out, make confusing",2014-05-18,204,0,0,0,0,0.0,0.0,0.8313,pos
